"","Estimate","StdErr","z.value","p.value"
"C18_QI3625",0,NA,NA,NA
"C18_QI3627",0,NA,NA,NA
"C18_QI3631",0,NA,NA,NA
"C18_QI3633",0,NA,NA,NA
"C18_QI3640",0,NA,NA,NA
"C18_QI3650",0,NA,NA,NA
"C18_QI3651",0,NA,NA,NA
"C18_QI3655",0,NA,NA,NA
"C18_QI3662",0,NA,NA,NA
"C18_QI3663",0,NA,NA,NA
"C18_QI3668",0,NA,NA,NA
"C18_QI3677",0,NA,NA,NA
"C18_QI3685",0,NA,NA,NA
"C18_QI3695",0,NA,NA,NA
"C18_QI3715",0,NA,NA,NA
"C18_QI3716",0,NA,NA,NA
"C18_QI3717",0,NA,NA,NA
"C18_QI3718",0,NA,NA,NA
"C18_QI3722",0,NA,NA,NA
"C18_QI3724",0,NA,NA,NA
"C18_QI3725",0,NA,NA,NA
"C18_QI3744",0,NA,NA,NA
"C18_QI3746",0,NA,NA,NA
"C18_QI3751",0,NA,NA,NA
"C18_QI3752",0,NA,NA,NA
"C18_QI3753",0,NA,NA,NA
"C18_QI3759",0,NA,NA,NA
"C18_QI3762",0,NA,NA,NA
"C18_QI3781",0,NA,NA,NA
"C18_QI3782",0,NA,NA,NA
"C18_QI3784",0,NA,NA,NA
"C18_QI3785",0,NA,NA,NA
"C18_QI3786",0,NA,NA,NA
"C18_QI3788",0,NA,NA,NA
"C18_QI3791",0,NA,NA,NA
"C18_QI3792",0,NA,NA,NA
"C18_QI3798",0,NA,NA,NA
"C18_QI3799",0,NA,NA,NA
"C18_QI3801",0,NA,NA,NA
"C18_QI3841",0,NA,NA,NA
"C18_QI3847",0,NA,NA,NA
"C18_QI3897",0,NA,NA,NA
"C18_QI3898",0,NA,NA,NA
"C18_QI3634",0,NA,NA,NA
"C18_QI3643",0,NA,NA,NA
"C18_QI4089",0,NA,NA,NA
"C18_QI4090",0,NA,NA,NA
"C18_QI4091",0,NA,NA,NA
"C18_QI4096",0,NA,NA,NA
"C18_QI4099",0,NA,NA,NA
"C18_QI4100",0,NA,NA,NA
"C18_QI4109",0,NA,NA,NA
"C18_QI4111",0,NA,NA,NA
"C18_QI4113",0,NA,NA,NA
"C18_QI4119",0,NA,NA,NA
"C18_QI4120",0,NA,NA,NA
"C18_QI4121",0,NA,NA,NA
"C18_QI4122",0,NA,NA,NA
"C18_QI4124",0,NA,NA,NA
"C18_QI4126",0,NA,NA,NA
"C18_QI4127",0,NA,NA,NA
"C18_QI4128",0,NA,NA,NA
"C18_QI4129",0,NA,NA,NA
"C18_QI4130",0,NA,NA,NA
"C18_QI4135",0,NA,NA,NA
"C18_QI4136",0,NA,NA,NA
"C18_QI4137",0,NA,NA,NA
"C18_QI4138",0,NA,NA,NA
"C18_QI4141",0,NA,NA,NA
"C18_QI4142",0,NA,NA,NA
"C18_QI4143",0,NA,NA,NA
"C18_QI4164",0,NA,NA,NA
"C18_QI4165",0,NA,NA,NA
"C18_QI4166",0,NA,NA,NA
"C18_QI4189",0,NA,NA,NA
"C18_QI4191",0,NA,NA,NA
"C18_QI4197",0,NA,NA,NA
"C18_QI4198",0,NA,NA,NA
"C18_QI4199",0,NA,NA,NA
"C18_QI4200",0,NA,NA,NA
"C18_QI4201",0,NA,NA,NA
"C18_QI4227",0,NA,NA,NA
"C18_QI4229",0,NA,NA,NA
"C18_QI4242",0,NA,NA,NA
"C18_QI4243",0,NA,NA,NA
"C18_QI4271",0,NA,NA,NA
"C18_QI4278",0,NA,NA,NA
"C18_QI4286",0,NA,NA,NA
"C18_QI4287",0,NA,NA,NA
"C18_QI4288",0,NA,NA,NA
"C18_QI4289",0,NA,NA,NA
"C18_QI4301",0,NA,NA,NA
"C18_QI4302",0,NA,NA,NA
"C18_QI4304",0,NA,NA,NA
"C18_QI4329",0,NA,NA,NA
"C18_QI4330",0,NA,NA,NA
"C18_QI4341",0,NA,NA,NA
"C18_QI4343",0,NA,NA,NA
"C18_QI4344",0,NA,NA,NA
"C18_QI4382",0,NA,NA,NA
"C18_QI4454",0,NA,NA,NA
"C18_QI4087",0,NA,NA,NA
"C18_QI4094",0,NA,NA,NA
"C18_QI4095",0,NA,NA,NA
"C18_QI4103",0,NA,NA,NA
"C18_QI4107",0,NA,NA,NA
"C18_QI4123",0,NA,NA,NA
"C18_QI4125",0,NA,NA,NA
"C18_QI4139",0,NA,NA,NA
"C18_QI4144",0,NA,NA,NA
"C18_QI4154",0,NA,NA,NA
"C18_QI4157",0,NA,NA,NA
"C18_QI4158",0,NA,NA,NA
"C18_QI4161",0,NA,NA,NA
"C18_QI4167",0,NA,NA,NA
"C18_QI4182",0,NA,NA,NA
"C18_QI4184",0,NA,NA,NA
"C18_QI4192",0,NA,NA,NA
"C18_QI4487",0,NA,NA,NA
"C18_QI4491",0,NA,NA,NA
"C18_QI4484",0,NA,NA,NA
"C18_QI4496",0,NA,NA,NA
"C18_QI4563",0,NA,NA,NA
"C18_QI4566",0,NA,NA,NA
"C18_QI4567",0,NA,NA,NA
"C18_QI4573",0,NA,NA,NA
"C18_QI4613",0,NA,NA,NA
"C18_QI4622",0,NA,NA,NA
"C18_QI4640",0,NA,NA,NA
"C18_QI4641",0,NA,NA,NA
"C18_QI4607",0,NA,NA,NA
"C18_QI4608",0,NA,NA,NA
"C18_QI4612",0,NA,NA,NA
"C18_QI4629",0,NA,NA,NA
"C18_QI4632",0,NA,NA,NA
"C18_QI4633",0,NA,NA,NA
"C18_QI4636",0,NA,NA,NA
"C18_QI4644",0,NA,NA,NA
"C18_QI4697",0,NA,NA,NA
"C18_QI4765",0,NA,NA,NA
"C18_QI4694",0,NA,NA,NA
"C18_QI4706",0,NA,NA,NA
"C18_QI4720",0,NA,NA,NA
"C18_QI4731",0,NA,NA,NA
"C18_QI4711",0,NA,NA,NA
"C18_QI4714",0,NA,NA,NA
"C18_QI4798",0,NA,NA,NA
"C18_QI4788",0,NA,NA,NA
"C18_QI4822",0,NA,NA,NA
"C18_QI4824",0,NA,NA,NA
"C18_QI4828",0,NA,NA,NA
"C18_QI4829",0,NA,NA,NA
"C18_QI4899",0,NA,NA,NA
"C18_QI4904",0,NA,NA,NA
"C18_QI4906",0,NA,NA,NA
"C18_QI4902",0,NA,NA,NA
"C18_QI4908",0,NA,NA,NA
"C18_QI4920",0,NA,NA,NA
"C18_QI4921",0,NA,NA,NA
"C18_QI4922",0,NA,NA,NA
"C18_QI4979",0,NA,NA,NA
"C18_QI5050",0,NA,NA,NA
"C18_QI5053",0,NA,NA,NA
"C18_QI5073",0,NA,NA,NA
"C18_QI5015",0,NA,NA,NA
"C18_QI5043",0,NA,NA,NA
"C18_QI5059",0,NA,NA,NA
"C18_QI5065",0,NA,NA,NA
"C18_QI5085",0,NA,NA,NA
"C18_QI5346",0,NA,NA,NA
"C18_QI5011",0,NA,NA,NA
"C18_QI5038",0,NA,NA,NA
"C18_QI5352",0,NA,NA,NA
"C18_QI5353",0,NA,NA,NA
"C18_QI5466",0,NA,NA,NA
"C18_QI5505",0,NA,NA,NA
"C18_QI5500",0,NA,NA,NA
"C18_QI5597",0,NA,NA,NA
"C18_QI5610",0,NA,NA,NA
"C18_QI5615",0,NA,NA,NA
"C18_QI5641",0,NA,NA,NA
"C18_QI5645",0,NA,NA,NA
"C18_QI5647",0,NA,NA,NA
"C18_QI5653",0,NA,NA,NA
"C18_QI5747",0,NA,NA,NA
"C18_QI5820",0,NA,NA,NA
"C18_QI5802",0,NA,NA,NA
"C18_QI5834",0,NA,NA,NA
"C18_QI5838",0,NA,NA,NA
"C18_QI5845",0,NA,NA,NA
"C18_QI5847",0,NA,NA,NA
"C18_QI5869",0,NA,NA,NA
"C18_QI5867",0,NA,NA,NA
"C18_QI5868",0,NA,NA,NA
"C18_QI5904",0,NA,NA,NA
"C18_QI5924",0,NA,NA,NA
"C18_QI5933",0,NA,NA,NA
"C18_QI6008",0,NA,NA,NA
"C18_QI6019",0,NA,NA,NA
"C18_QI6029",0,NA,NA,NA
"C18_QI6053",0,NA,NA,NA
"C18_QI6107",0,NA,NA,NA
"C18_QI6135",0,NA,NA,NA
"C18_QI6153",0,NA,NA,NA
"C18_QI6304",0,NA,NA,NA
"C18_QI6218",0,NA,NA,NA
"C18_QI6219",0,NA,NA,NA
"C18_QI6229",0,NA,NA,NA
"C18_QI6247",0,NA,NA,NA
"C18_QI6284",0,NA,NA,NA
"C18_QI6317",0,NA,NA,NA
"C18_QI6310",0,NA,NA,NA
"C18_QI6434",0,NA,NA,NA
"C18_QI6452",0,NA,NA,NA
"C18_QI6468",0,NA,NA,NA
"C18_QI6495",0,NA,NA,NA
"C18_QI6551",0,NA,NA,NA
"C18_QI6391",0,NA,NA,NA
"C18_QI6406",0,NA,NA,NA
"C18_QI6417",0,NA,NA,NA
"C18_QI6437",0,NA,NA,NA
"C18_QI6447",0,NA,NA,NA
"C18_QI6456",0,NA,NA,NA
"C18_QI6457",0,NA,NA,NA
"C18_QI6472",0,NA,NA,NA
"C18_QI6681",0,NA,NA,NA
"C18_QI6686",0,NA,NA,NA
"C18_QI6702",0,NA,NA,NA
"C18_QI6708",0,NA,NA,NA
"C18_QI6715",0,NA,NA,NA
"C18_QI6717",0,NA,NA,NA
"C18_QI6722",0,NA,NA,NA
"C18_QI6723",0,NA,NA,NA
"C18_QI6727",0,NA,NA,NA
"C18_QI6739",0,NA,NA,NA
"C18_QI6749",0,NA,NA,NA
"C18_QI6751",0,NA,NA,NA
"C18_QI6772",0,NA,NA,NA
"C18_QI6778",0,NA,NA,NA
"C18_QI6781",0,NA,NA,NA
"C18_QI6795",0,NA,NA,NA
"C18_QI6816",0,NA,NA,NA
"C18_QI6712",0,NA,NA,NA
"C18_QI6713",0,NA,NA,NA
"C18_QI6691",0,NA,NA,NA
"C18_QI6724",0,NA,NA,NA
"C18_QI6839",0,NA,NA,NA
"C18_QI6958",0,NA,NA,NA
"C18_QI6968",0,NA,NA,NA
"C18_QI7010",0,NA,NA,NA
"C18_QI7344",0,NA,NA,NA
"C18_QI7454",0,NA,NA,NA
"C18_QI7528",0,NA,NA,NA
"C18_QI7657",0,NA,NA,NA
"C18_QI7660",0,NA,NA,NA
"C18_QI7764",0,NA,NA,NA
"C18_QI7768",0,NA,NA,NA
"C18_QI7770",0,NA,NA,NA
"C18_QI7807",0,NA,NA,NA
"C18_QI7929",0,NA,NA,NA
"C18_QI8066",0,NA,NA,NA
"C18_QI8149",0,NA,NA,NA
"C18_QI8155",0,NA,NA,NA
"C18_QI8156",0,NA,NA,NA
"C18_QI8532",0,NA,NA,NA
"C18_QI8738",0,NA,NA,NA
"C18_QI8740",0,NA,NA,NA
"C18_QI8752",0,NA,NA,NA
"C18_QI8999",0,NA,NA,NA
"C18_QI9147",0,NA,NA,NA
"C18_QI9158",0,NA,NA,NA
"C18_QI9159",0,NA,NA,NA
"C18_QI42616",0,NA,NA,NA
"C18_QI42794",0,NA,NA,NA
"C18_QI42815",0,NA,NA,NA
"C18_QI42856",0,NA,NA,NA
"C18_QI42858",0,NA,NA,NA
"C18_QI42898",0,NA,NA,NA
"C18_QI42964",0,NA,NA,NA
"C18_QI43097",0,NA,NA,NA
"C18_QI43137",0,NA,NA,NA
"C18_QI43168",0,NA,NA,NA
"C18_QI43340",0,NA,NA,NA
"C18_QI43453",0,NA,NA,NA
"C18_QI43460",0,NA,NA,NA
"C18_QI43497",0,NA,NA,NA
"C18_QI43725",0,NA,NA,NA
"C18_QI43827",0,NA,NA,NA
"C18_QI43883",0,NA,NA,NA
"C18_QI44189",0,NA,NA,NA
"C18_QI44252",0,NA,NA,NA
"C18_QI44575",0,NA,NA,NA
"C18_QI44961",0,NA,NA,NA
"C18_QI45153",0,NA,NA,NA
"C18_QI45156",0,NA,NA,NA
"C18_QI45196",0,NA,NA,NA
"C18_QI45224",0,NA,NA,NA
"C18_QI45225",0,NA,NA,NA
"C18_QI45208",0,NA,NA,NA
"C18_QI45213",0,NA,NA,NA
"C18_QI45258",0,NA,NA,NA
"C18_QI45422",0,NA,NA,NA
"C18_QI45451",0,NA,NA,NA
"C18_QI45497",0,NA,NA,NA
"C18_QI45504",0,NA,NA,NA
"C18_QI45506",0,NA,NA,NA
"C18_QI45507",0,NA,NA,NA
"C18_QI45522",0,NA,NA,NA
"C18_QI45554",0,NA,NA,NA
"C18_QI45571",0,NA,NA,NA
"C18_QI45649",0,NA,NA,NA
"C18_QI45684",0,NA,NA,NA
"C18_QI45691",0,NA,NA,NA
"C18_QI45694",0,NA,NA,NA
"C18_QI45798",0,NA,NA,NA
"C18_QI45841",0,NA,NA,NA
"C18_QI45845",0,NA,NA,NA
"C18_QI45858",0,NA,NA,NA
"C18_QI45896",0,NA,NA,NA
"C18_QI45978",0,NA,NA,NA
"C18_QI45984",0,NA,NA,NA
"C18_QI45966",0,NA,NA,NA
"C18_QI46003",0,NA,NA,NA
"C18_QI46051",0,NA,NA,NA
"C18_QI46362",0,NA,NA,NA
"C18_QI46395",0,NA,NA,NA
"C18_QI46396",0,NA,NA,NA
"C18_QI46460",0,NA,NA,NA
"C18_QI46534",0,NA,NA,NA
"C18_QI46671",0,NA,NA,NA
"C18_QI46781",0,NA,NA,NA
"C18_QI46812",0,NA,NA,NA
"C18_QI46820",0,NA,NA,NA
"C18_QI46972",0,NA,NA,NA
"C18_QI46993",0,NA,NA,NA
"C18_QI47093",0,NA,NA,NA
"C18_QI47166",0,NA,NA,NA
"C18_QI47324",0,NA,NA,NA
"C18_QI47391",0,NA,NA,NA
"C18_QI47418",0,NA,NA,NA
"C18_QI47435",0,NA,NA,NA
"C18_QI47464",0,NA,NA,NA
"C18_QI47591",0,NA,NA,NA
"C18_QI47630",0,NA,NA,NA
"C18_QI47729",0,NA,NA,NA
"C18_QI47734",0,NA,NA,NA
"C18_QI47798",0,NA,NA,NA
"C18_QI47845",0,NA,NA,NA
"C18_QI47896",0,NA,NA,NA
"C18_QI47909",0,NA,NA,NA
"C18_QI47906",0,NA,NA,NA
"C18_QI47962",0,NA,NA,NA
"C18_QI48104",0,NA,NA,NA
"C18_QI48139",0,NA,NA,NA
"C18_QI48193",0,NA,NA,NA
"C18_QI48261",0,NA,NA,NA
"C18_QI48262",0,NA,NA,NA
"C18_QI48292",0,NA,NA,NA
"C18_QI48289",0,NA,NA,NA
"C18_QI48314",0,NA,NA,NA
"C18_QI48400",0,NA,NA,NA
"C18_QI48478",0,NA,NA,NA
"C18_QI48508",0,NA,NA,NA
"C18_QI48533",0,NA,NA,NA
"C18_QI48491",0,NA,NA,NA
"C18_QI48571",0,NA,NA,NA
"C18_QI48595",0,NA,NA,NA
"C18_QI48709",0,NA,NA,NA
"C18_QI48720",0,NA,NA,NA
"C18_QI48742",0,NA,NA,NA
"C18_QI48747",0,NA,NA,NA
"C18_QI48740",0,NA,NA,NA
"C18_QI48793",0,NA,NA,NA
"C18_QI48888",0,NA,NA,NA
"C18_QI49033",0,NA,NA,NA
"C18_QI49137",0,NA,NA,NA
"C18_QI49183",0,NA,NA,NA
"C18_QI49184",0,NA,NA,NA
"C18_QI49204",0,NA,NA,NA
"C18_QI49308",0,NA,NA,NA
"C18_QI49396",0,NA,NA,NA
"C18_QI49422",0,NA,NA,NA
"C18_QI49448",0,NA,NA,NA
"C18_QI49479",0,NA,NA,NA
"C18_QI49531",0,NA,NA,NA
"C18_QI49537",0,NA,NA,NA
"C18_QI49695",0,NA,NA,NA
"C18_QI49700",0,NA,NA,NA
"C18_QI49706",0,NA,NA,NA
"C18_QI49710",0,NA,NA,NA
"C18_QI49714",0,NA,NA,NA
"C18_QI49716",0,NA,NA,NA
"C18_QI49720",0,NA,NA,NA
"C18_QI49721",0,NA,NA,NA
"C18_QI49730",0,NA,NA,NA
"C18_QI49733",0,NA,NA,NA
"C18_QI49810",0,NA,NA,NA
"C18_QI49823",0,NA,NA,NA
"C18_QI50070",0,NA,NA,NA
"C18_QI50074",0,NA,NA,NA
"C18_QI50114",0,NA,NA,NA
"C18_QI50116",0,NA,NA,NA
"C18_QI50115",0,NA,NA,NA
"C18_QI50120",0,NA,NA,NA
"C18_QI50134",0,NA,NA,NA
"C18_QI50204",0,NA,NA,NA
"C18_QI50200",0,NA,NA,NA
"C18_QI50248",0,NA,NA,NA
"C18_QI50256",0,NA,NA,NA
"C18_QI50330",0,NA,NA,NA
"C18_QI50411",0,NA,NA,NA
"C18_QI50562",0,NA,NA,NA
"C18_QI50565",0,NA,NA,NA
"C18_QI50652",0,NA,NA,NA
"C18_QI50684",0,NA,NA,NA
"C18_QI50690",0,NA,NA,NA
"C18_QI50695",0,NA,NA,NA
"C18_QI50765",0,NA,NA,NA
"C18_QI50828",0,NA,NA,NA
"C18_QI50853",0,NA,NA,NA
"C18_QI50831",0,NA,NA,NA
"C18_QI50913",0,NA,NA,NA
"C18_QI50924",0,NA,NA,NA
"C18_QI50931",0,NA,NA,NA
"C18_QI50973",0,NA,NA,NA
"C18_QI51008",0,NA,NA,NA
"C18_QI51001",0,NA,NA,NA
"C18_QI51002",0,NA,NA,NA
"C18_QI51126",0,NA,NA,NA
"C18_QI51372",0,NA,NA,NA
"C18_QI51398",0,NA,NA,NA
"C18_QI51399",0,NA,NA,NA
"C18_QI51430",0,NA,NA,NA
"C18_QI51508",0,NA,NA,NA
"C18_QI51532",0,NA,NA,NA
"C18_QI51541",0,NA,NA,NA
"C18_QI51664",0,NA,NA,NA
"C18_QI51686",0,NA,NA,NA
"C18_QI51714",0,NA,NA,NA
"C18_QI51880",0,NA,NA,NA
"C18_QI51881",0,NA,NA,NA
"C18_QI51925",0,NA,NA,NA
"C18_QI51927",0,NA,NA,NA
"C18_QI51932",0,NA,NA,NA
"C18_QI51933",0,NA,NA,NA
"C18_QI51943",0,NA,NA,NA
"C18_QI51944",0,NA,NA,NA
"C18_QI51922",0,NA,NA,NA
"C18_QI51979",0,NA,NA,NA
"C18_QI51981",0,NA,NA,NA
"C18_QI52077",0,NA,NA,NA
"C18_QI52082",0,NA,NA,NA
"C18_QI52090",0,NA,NA,NA
"C18_QI52131",0,NA,NA,NA
"C18_QI52180",0,NA,NA,NA
"C18_QI52231",0,NA,NA,NA
"C18_QI52296",0,NA,NA,NA
"C18_QI52279",0,NA,NA,NA
"C18_QI52389",0,NA,NA,NA
"C18_QI52409",0,NA,NA,NA
"C18_QI52413",0,NA,NA,NA
"C18_QI52414",0,NA,NA,NA
"C18_QI52419",0,NA,NA,NA
"C18_QI52423",0,NA,NA,NA
"C18_QI52425",0,NA,NA,NA
"C18_QI52430",0,NA,NA,NA
"C18_QI52576",0,NA,NA,NA
"C18_QI52591",0,NA,NA,NA
"C18_QI52700",0,NA,NA,NA
"C18_QI52725",0,NA,NA,NA
"C18_QI52734",0,NA,NA,NA
"C18_QI52949",0,NA,NA,NA
"C18_QI53175",0,NA,NA,NA
"C18_QI53254",0,NA,NA,NA
"C18_QI53328",0,NA,NA,NA
"C18_QI53330",0,NA,NA,NA
"C18_QI53457",0,NA,NA,NA
"C18_QI53499",0,NA,NA,NA
"C18_QI53546",0,NA,NA,NA
"C18_QI53697",0,NA,NA,NA
"C18_QI53682",0,NA,NA,NA
"C18_QI53715",0,NA,NA,NA
"C18_QI53717",0,NA,NA,NA
"C18_QI53770",0,NA,NA,NA
"C18_QI53774",0,NA,NA,NA
"C18_QI53782",0,NA,NA,NA
"C18_QI53775",0,NA,NA,NA
"C18_QI53809",0,NA,NA,NA
"C18_QI54018",0,NA,NA,NA
"C18_QI54028",0,NA,NA,NA
"C18_QI54060",0,NA,NA,NA
"C18_QI54089",0,NA,NA,NA
"C18_QI54112",0,NA,NA,NA
"C18_QI54130",0,NA,NA,NA
"C18_QI54298",0,NA,NA,NA
"C18_QI54341",0,NA,NA,NA
"C18_QI54342",0,NA,NA,NA
"C18_QI54343",0,NA,NA,NA
"C18_QI54344",0,NA,NA,NA
"C18_QI54398",0,NA,NA,NA
"C18_QI54537",0,NA,NA,NA
"C18_QI54558",0,NA,NA,NA
"C18_QI54592",0,NA,NA,NA
"C18_QI54607",0,NA,NA,NA
"C18_QI54616",0,NA,NA,NA
"C18_QI54635",0,NA,NA,NA
"C18_QI54690",0,NA,NA,NA
"C18_QI54771",0,NA,NA,NA
"C18_QI54855",0,NA,NA,NA
"C18_QI54921",0,NA,NA,NA
"C18_QI54926",0,NA,NA,NA
"C18_QI54931",0,NA,NA,NA
"C18_QI55020",0,NA,NA,NA
"C18_QI55041",0,NA,NA,NA
"C18_QI55275",0,NA,NA,NA
"C18_QI55247",0,NA,NA,NA
"C18_QI55371",0,NA,NA,NA
"C18_QI55377",0,NA,NA,NA
"C18_QI55427",0,NA,NA,NA
"C18_QI55432",0,NA,NA,NA
"C18_QI55449",0,NA,NA,NA
"C18_QI55447",0,NA,NA,NA
"C18_QI55537",0,NA,NA,NA
"C18_QI55575",0,NA,NA,NA
"C18_QI55576",0,NA,NA,NA
"C18_QI55582",0,NA,NA,NA
"C18_QI55656",0,NA,NA,NA
"C18_QI55863",0,NA,NA,NA
"C18_QI55922",0,NA,NA,NA
"C18_QI55929",0,NA,NA,NA
"C18_QI55947",0,NA,NA,NA
"C18_QI56073",0,NA,NA,NA
"C18_QI56214",0,NA,NA,NA
"C18_QI56243",0,NA,NA,NA
"C18_QI56246",0,NA,NA,NA
"C18_QI56253",0,NA,NA,NA
"C18_QI56255",0,NA,NA,NA
"C18_QI56260",0,NA,NA,NA
"C18_QI56263",0,NA,NA,NA
"C18_QI56266",0,NA,NA,NA
"C18_QI56267",0,NA,NA,NA
"C18_QI56274",0,NA,NA,NA
"C18_QI56275",0,NA,NA,NA
"C18_QI56323",0,NA,NA,NA
"C18_QI56313",0,NA,NA,NA
"C18_QI56317",0,NA,NA,NA
"C18_QI56450",0,NA,NA,NA
"C18_QI56634",0,NA,NA,NA
"C18_QI56707",0,NA,NA,NA
"C18_QI56731",0,NA,NA,NA
"C18_QI56805",0,NA,NA,NA
"C18_QI56798",0,NA,NA,NA
"C18_QI56799",0,NA,NA,NA
"C18_QI56852",0,NA,NA,NA
"C18_QI56935",0,NA,NA,NA
"C18_QI57070",0,NA,NA,NA
"C18_QI57097",0,NA,NA,NA
"C18_QI57142",0,NA,NA,NA
"C18_QI57150",0,NA,NA,NA
"C18_QI57217",0,NA,NA,NA
"C18_QI57300",0,NA,NA,NA
"C18_QI57532",0,NA,NA,NA
"C18_QI57533",0,NA,NA,NA
"C18_QI57538",0,NA,NA,NA
"C18_QI57547",0,NA,NA,NA
"C18_QI57549",0,NA,NA,NA
"C18_QI57552",0,NA,NA,NA
"C18_QI57558",0,NA,NA,NA
"C18_QI57561",0,NA,NA,NA
"C18_QI57898",0,NA,NA,NA
"C18_QI57907",0,NA,NA,NA
"C18_QI57903",0,NA,NA,NA
"C18_QI57926",0,NA,NA,NA
"C18_QI57956",0,NA,NA,NA
"C18_QI57984",0,NA,NA,NA
"C18_QI57986",0,NA,NA,NA
"C18_QI9656",0,NA,NA,NA
"C18_QI9690",0,NA,NA,NA
"C18_QI9723",0,NA,NA,NA
"C18_QI9799",0,NA,NA,NA
"C18_QI9826",0,NA,NA,NA
"C18_QI9883",0,NA,NA,NA
"C18_QI9923",0,NA,NA,NA
"C18_QI9947",0,NA,NA,NA
"C18_QI9972",0,NA,NA,NA
"C18_QI9978",0,NA,NA,NA
"C18_QI9960",0,NA,NA,NA
"C18_QI9967",0,NA,NA,NA
"C18_QI10000",0,NA,NA,NA
"C18_QI10031",0,NA,NA,NA
"C18_QI10034",0,NA,NA,NA
"C18_QI10050",0,NA,NA,NA
"C18_QI10183",0,NA,NA,NA
"C18_QI10286",0,NA,NA,NA
"C18_QI10359",0,NA,NA,NA
"C18_QI10365",0,NA,NA,NA
"C18_QI10350",0,NA,NA,NA
"C18_QI10379",0,NA,NA,NA
"C18_QI10380",0,NA,NA,NA
"C18_QI10413",0,NA,NA,NA
"C18_QI10460",0,NA,NA,NA
"C18_QI10534",0,NA,NA,NA
"C18_QI10590",0,NA,NA,NA
"C18_QI10585",0,NA,NA,NA
"C18_QI10616",0,NA,NA,NA
"C18_QI10646",0,NA,NA,NA
"C18_QI10652",0,NA,NA,NA
"C18_QI10655",0,NA,NA,NA
"C18_QI10686",0,NA,NA,NA
"C18_QI10733",0,NA,NA,NA
"C18_QI10783",0,NA,NA,NA
"C18_QI10802",0,NA,NA,NA
"C18_QI10804",0,NA,NA,NA
"C18_QI10805",0,NA,NA,NA
"C18_QI10806",0,NA,NA,NA
"C18_QI10810",0,NA,NA,NA
"C18_QI10813",0,NA,NA,NA
"C18_QI10816",0,NA,NA,NA
"C18_QI10822",0,NA,NA,NA
"C18_QI10830",0,NA,NA,NA
"C18_QI10880",0,NA,NA,NA
"C18_QI10906",0,NA,NA,NA
"C18_QI11016",0,NA,NA,NA
"C18_QI11017",0,NA,NA,NA
"C18_QI11019",0,NA,NA,NA
"C18_QI11070",0,NA,NA,NA
"C18_QI11074",0,NA,NA,NA
"C18_QI11084",0,NA,NA,NA
"C18_QI11197",0,NA,NA,NA
"C18_QI11202",0,NA,NA,NA
"C18_QI11214",0,NA,NA,NA
"C18_QI11362",0,NA,NA,NA
"C18_QI11353",0,NA,NA,NA
"C18_QI11396",0,NA,NA,NA
"C18_QI11395",0,NA,NA,NA
"C18_QI11446",0,NA,NA,NA
"C18_QI11452",0,NA,NA,NA
"C18_QI11487",0,NA,NA,NA
"C18_QI11510",0,NA,NA,NA
"C18_QI11513",0,NA,NA,NA
"C18_QI11531",0,NA,NA,NA
"C18_QI11533",0,NA,NA,NA
"C18_QI11534",0,NA,NA,NA
"C18_QI11538",0,NA,NA,NA
"C18_QI11544",0,NA,NA,NA
"C18_QI11562",0,NA,NA,NA
"C18_QI11584",0,NA,NA,NA
"C18_QI11587",0,NA,NA,NA
"C18_QI11740",0,NA,NA,NA
"C18_QI11743",0,NA,NA,NA
"C18_QI11750",0,NA,NA,NA
"C18_QI11755",0,NA,NA,NA
"C18_QI11778",0,NA,NA,NA
"C18_QI11780",0,NA,NA,NA
"C18_QI11785",0,NA,NA,NA
"C18_QI11801",0,NA,NA,NA
"C18_QI11942",0,NA,NA,NA
"C18_QI11950",0,NA,NA,NA
"C18_QI11951",0,NA,NA,NA
"C18_QI11952",0,NA,NA,NA
"C18_QI11956",0,NA,NA,NA
"C18_QI12008",0,NA,NA,NA
"C18_QI12069",0,NA,NA,NA
"C18_QI12079",0,NA,NA,NA
"C18_QI12108",0,NA,NA,NA
"C18_QI12167",0,NA,NA,NA
"C18_QI12223",0,NA,NA,NA
"C18_QI12221",0,NA,NA,NA
"C18_QI12222",0,NA,NA,NA
"C18_QI12247",0,NA,NA,NA
"C18_QI12251",0,NA,NA,NA
"C18_QI12253",0,NA,NA,NA
"C18_QI12257",0,NA,NA,NA
"C18_QI12259",0,NA,NA,NA
"C18_QI12262",0,NA,NA,NA
"C18_QI12267",0,NA,NA,NA
"C18_QI12250",0,NA,NA,NA
"C18_QI12255",0,NA,NA,NA
"C18_QI12271",0,NA,NA,NA
"C18_QI12343",0,NA,NA,NA
"C18_QI12346",0,NA,NA,NA
"C18_QI12348",0,NA,NA,NA
"C18_QI12412",0,NA,NA,NA
"C18_QI12417",0,NA,NA,NA
"C18_QI12419",0,NA,NA,NA
"C18_QI12464",0,NA,NA,NA
"C18_QI12574",0,NA,NA,NA
"C18_QI12713",0,NA,NA,NA
"C18_QI12717",0,NA,NA,NA
"C18_QI12748",0,NA,NA,NA
"C18_QI12785",0,NA,NA,NA
"C18_QI12876",0,NA,NA,NA
"C18_QI12878",0,NA,NA,NA
"C18_QI12881",0,NA,NA,NA
"C18_QI12867",0,NA,NA,NA
"C18_QI12893",0,NA,NA,NA
"C18_QI12904",0,NA,NA,NA
"C18_QI12939",0,NA,NA,NA
